state,pc_no,constituency,polling_stations,male_voters,female_voters,tg_voters,total_voters_group1,Unnamed: 8,male_votes_polled,female_votes_polled,tg_votes_polled,total_votes_polled,nri_votes,Unnamed: 14,total_voters,turnout_overall_reported,Male.2,Female.2,TG.2,constituency_normalized,state_normalized,postal_votes,turnout_overall,turnout_male,turnout_female,turnout_postal,year,Unnamed: 9,TOTAL VOTERS,tg_voters_dup1
Jharkhand,13.0,Palamau,,523108.0,453494.0,0.0,976602.0,,58.8276043552679,59.9977244222414,0.0,978159.0,0.0,,1645957.0,59.4279801963235,,,,palamau,jharkhand,0,59.427980196323475,0.01124578564183073,0.013230103247725746,0.0,2014,1557.0,,
Jharkhand,14.0,Hazaribagh,,515052.0,452228.0,0.0,967280.0,,63.443253583566,64.0393558509825,0.0,967348.0,0.0,,1518923.0,63.6864409848294,,,,hazaribagh,jharkhand,0,63.68644098482938,0.01231783462321591,0.014160855995423216,0.0,2014,68.0,,
Uttarakhand,1.0,Tehri Garhwal,,400041.0,370827.0,0.0,770868.0,,56.8480692111149,58.150515444518,0.0,776945.0,0.0,,1352614.0,57.4402601185556,,,,tehri garhwal,uttarakhand,0,57.44026011855563,0.014210560720304893,0.015681305688236835,0.0,2014,6077.0,,
Andaman & Nicobar Islands,1.0,Andaman & Nicobar Islands,,101129.0,89084.0,0.0,190213.0,,70.9612456407486,70.4627967127275,0.0,190346.0,0.0,,269360.0,70.6660231660232,,,,andaman nicobar islands,andaman nicobar islands,0,70.66602316602317,0.07016903721064047,0.07909702832464584,0.0,2014,133.0,,
Chandigarh,1.0,Chandigarh,,244907.0,208415.0,0.0,453322.0,,73.5703900410949,74.1555803039306,0.0,453460.0,2.0,,615205.0,73.7087637454182,,,,chandigarh,chandigarh,0,73.7087637454182,0.03004013361851433,0.035580730899374136,0.0,2014,138.0,,
Dadra & Nagar Haveli,1.0,Dadar & Nagar Haveli,,87792.0,77494.0,0.0,165286.0,,82.6736729101336,85.7367291394685,0.0,165324.0,0.0,,196597.0,84.0928396669329,,,,dadar nagar haveli,dadra nagar haveli,0,84.09283966693286,0.0941699390720494,0.11063660301374105,0.0,2014,38.0,,
Daman & Diu,1.0,Daman & Diu,,42355.0,44873.0,0.0,87228.0,,74.3031068540252,81.8641223045207,0.0,87233.0,0.0,,111818.0,78.0133788835429,,,,daman diu,daman diu,0,78.0133788835429,0.17542936336684029,0.18243514430619906,0.0,2014,5.0,,
Nct Of Delhi,1.0,Chandni Chowk,,548427.0,431342.0,21.0,979790.0,,69.3168130497264,65.775312185013,36.2068965517241,982275.0,0.0,,1447228.0,67.8728576285147,,,,chandni chowk,nct of delhi,0,67.87285762851465,0.012639205044559515,0.015248993185224949,0.0,2014,2485.0,,
Lakshadweep,1.0,Lakshadweep,,21584.0,21655.0,0.0,43239.0,,85.170862599637,88.4635810286368,0.0,43242.0,0.0,,49922.0,86.6191258363046,,,,lakshadweep,lakshadweep,0,86.61912583630463,0.39460184673664295,0.40851341966583604,0.0,2014,3.0,,
Puducherry,1.0,Puducherry,,351544.0,388189.0,17.0,739750.0,,81.4302127344155,82.7444569021746,85.0,740053.0,0.0,,901292.0,82.1102373037817,,,,puducherry,puducherry,0,82.11023730378169,0.0231635905418427,0.021315507884606365,0.0,2014,303.0,,
